time,ECG
12.572,0.075
12.573,0.07
12.574,0.061
12.575,0.064
12.576,0.062
12.577,0.073
12.578,0.088
12.579,0.09
12.58,0.085
12.581,0.083
12.582,0.088
12.583,0.077
12.584,0.073
12.585,0.083
12.586,0.09
12.587,0.108
12.588,0.103
12.589,0.105
12.59,0.113
12.591,0.109
12.592,0.085
12.593,0.081
12.594,0.086
12.595,0.101
12.596,0.107
12.597,0.098
12.598,0.09
12.599,0.089
12.6,0.091
12.601,0.105
12.602,0.111
12.603,0.11
12.604,0.116
12.605,0.119
12.606,0.12
12.607,0.128
12.608,0.13
12.609,0.139
12.61,0.139
12.611,0.138
12.612,0.14
12.613,0.136
12.614,0.139
12.615,0.129
12.616,0.112
12.617,0.106
12.618,0.096
12.619,0.091
12.62,0.096
12.621,0.104
12.622,0.11
12.623,0.113
12.624,0.101
12.625,0.106
12.626,0.115
12.627,0.103
12.628,0.091
12.629,0.093
12.63,0.096
12.631,0.085
12.632,0.076
12.633,0.08
12.634,0.089
12.635,0.096
12.636,0.092
12.637,0.085
12.638,0.09
12.639,0.089
12.64,0.078
12.641,0.071
12.642,0.061
12.643,0.062
12.644,0.063
12.645,0.059
12.646,0.069
12.647,0.072
12.648,0.069
12.649,0.068
12.65,0.077
12.651,0.07
12.652,0.051
12.653,0.059
12.654,0.066
12.655,0.074
12.656,0.066
12.657,0.062
12.658,0.054
12.659,0.046
12.66,0.039
12.661,0.048
12.662,0.057
12.663,0.067
12.664,0.059
12.665,0.072
12.666,0.082
12.667,0.079
12.668,0.056
12.669,0.036
12.67,0.031
12.671,0.029
12.672,0.032
12.673,0.027
12.674,0.022
12.675,0.023
12.676,0.022
12.677,0.03
12.678,0.029
12.679,0.033
12.68,0.036
12.681,0.04
12.682,0.043
12.683,0.052
12.684,0.065
12.685,0.054
12.686,0.044
12.687,0.052
12.688,0.058
12.689,0.055
12.69,0.053
12.691,0.048
12.692,0.043
12.693,0.041
12.694,0.029
12.695,0.018
12.696,0.013
12.697,0.016
12.698,0.018
12.699,0.01
12.7,0.008
12.701,0.011
12.702,0.024
12.703,0.018
12.704,0.015
12.705,0.012
12.706,0.004
12.707,0
12.708,0.006
12.709,0.009
12.71,0.012
12.711,0.017
12.712,0.022
12.713,0.024
12.714,0.023
12.715,0.024
12.716,0.03
12.717,0.028
12.718,0.029
12.719,0.017
12.72,0.009
12.721,0.011
12.722,0.005
12.723,-0.003
12.724,-0.013
12.725,-0.028
12.726,-0.02
12.727,-0.009
12.728,-0.012
12.729,-0.02
12.73,-0.009
12.731,-0.001
12.732,-0.011
12.733,0.007
12.734,0.022
12.735,0.035
12.736,0.043
12.737,0.034
12.738,0.03
12.739,0.029
12.74,0.02
12.741,0.022
12.742,0.026
12.743,0.022
12.744,0.018
12.745,0.043
12.746,0.041
12.747,0.044
12.748,0.028
12.749,0.022
12.75,0.022
12.751,0.02
12.752,0.027
12.753,0.038
12.754,0.048
12.755,0.04
12.756,0.036
12.757,0.018
12.758,0.018
12.759,0.02
12.76,0.022
12.761,0.027
12.762,0.021
12.763,0.027
12.764,0.028
12.765,0.02
12.766,0.007
12.767,0.007
12.768,0.017
12.769,0.028
12.77,0.032
12.771,0.032
12.772,0.036
12.773,0.031
12.774,0.025
12.775,0.02
12.776,0.017
12.777,0.022
12.778,0.018
12.779,0.02
12.78,0.021
12.781,0.02
12.782,0.007
12.783,-0.001
12.784,0.002
12.785,0.008
12.786,0.009
12.787,0.018
12.788,0.013
12.789,0.014
12.79,0.02
12.791,0.021
12.792,0.026
12.793,0.039
12.794,0.043
12.795,0.039
12.796,0.033
12.797,0.017
12.798,0.009
12.799,0.018
12.8,0.032
12.801,0.047
12.802,0.056
12.803,0.061
12.804,0.05
12.805,0.063
12.806,0.078
12.807,0.084
12.808,0.091
12.809,0.073
12.81,0.063
12.811,0.064
12.812,0.065
12.813,0.053
12.814,0.042
12.815,0.034
12.816,0.016
12.817,0.007
12.818,-0.01
12.819,-0.025
12.82,-0.039
12.821,-0.053
12.822,-0.055
12.823,-0.058
12.824,-0.062
12.825,-0.063
12.826,-0.068
12.827,-0.065
12.828,-0.055
12.829,-0.057
12.83,-0.057
12.831,-0.053
12.832,-0.06
12.833,-0.061
12.834,-0.055
12.835,-0.04
12.836,-0.037
12.837,-0.038
12.838,-0.038
12.839,-0.044
12.84,-0.035
12.841,-0.031
12.842,-0.041
12.843,-0.053
12.844,-0.058
12.845,-0.046
12.846,-0.047
12.847,-0.044
12.848,-0.048
12.849,-0.072
12.85,-0.067
12.851,-0.085
12.852,-0.097
12.853,-0.102
12.854,-0.099
12.855,-0.093
12.856,-0.086
12.857,-0.092
12.858,-0.105
12.859,-0.11
12.86,-0.105
12.861,-0.102
12.862,-0.1
12.863,-0.094
12.864,-0.094
12.865,-0.1
12.866,-0.095
12.867,-0.087
12.868,-0.075
12.869,-0.061
12.87,-0.045
12.871,-0.037
12.872,-0.053
12.873,-0.06
12.874,-0.06
12.875,-0.047
12.876,-0.035
12.877,-0.033
12.878,-0.034
12.879,-0.032
12.88,-0.026
12.881,-0.021
12.882,-0.022
12.883,-0.023
12.884,-0.026
12.885,-0.026
12.886,-0.026
12.887,-0.033
12.888,-0.037
12.889,-0.035
12.89,-0.029
12.891,-0.021
12.892,-0.019
12.893,-0.023
12.894,-0.029
12.895,-0.031
12.896,-0.032
12.897,-0.03
12.898,-0.037
12.899,-0.027
12.9,-0.034
12.901,-0.029
12.902,-0.027
12.903,-0.014
12.904,0.008
12.905,0.019
12.906,0.014
12.907,0.019
12.908,0.007
12.909,0.02
12.91,0.03
12.911,0.057
12.912,0.073
12.913,0.093
12.914,0.117
12.915,0.141
12.916,0.155
12.917,0.173
12.918,0.184
12.919,0.208
12.92,0.257
12.921,0.324
12.922,0.404
12.923,0.482
12.924,0.559
12.925,0.644
12.926,0.75
12.927,0.821
12.928,0.864
12.929,0.9
12.93,0.918
12.931,0.938
12.932,0.965
12.933,0.956
12.934,0.934
12.935,0.85
12.936,0.723
12.937,0.576
12.938,0.398
12.939,0.2
12.94,-0.009
12.941,-0.207
12.942,-0.417
12.943,-0.642
12.944,-0.957
12.945,-1.246
12.946,-1.408
12.947,-1.523
12.948,-1.574
12.949,-1.611
12.95,-1.603
12.951,-1.591
12.952,-1.573
12.953,-1.542
12.954,-1.497
12.955,-1.445
12.956,-1.395
12.957,-1.33
12.958,-1.246
12.959,-1.179
12.96,-1.093
12.961,-0.988
12.962,-0.869
12.963,-0.752
12.964,-0.656
12.965,-0.559
12.966,-0.495
12.967,-0.423
12.968,-0.348
12.969,-0.274
12.97,-0.219
12.971,-0.173
12.972,-0.109
12.973,-0.059
12.974,-0.005
12.975,0.063
12.976,0.127
12.977,0.185
12.978,0.241
12.979,0.279
12.98,0.322
12.981,0.355
12.982,0.373
12.983,0.391
12.984,0.41
12.985,0.447
12.986,0.456
12.987,0.462
12.988,0.501
12.989,0.494
12.99,0.485
12.991,0.48
12.992,0.475
12.993,0.471
12.994,0.46
12.995,0.464
12.996,0.467
12.997,0.455
12.998,0.437
12.999,0.433
13,0.43
13.001,0.437
13.002,0.424
13.003,0.412
13.004,0.408
13.005,0.4
13.006,0.387
13.007,0.381
13.008,0.377
13.009,0.38
13.01,0.377
13.011,0.363
13.012,0.342
13.013,0.331
13.014,0.319
13.015,0.309
13.016,0.308
13.017,0.307
13.018,0.31
13.019,0.293
13.02,0.281
13.021,0.273
13.022,0.265
13.023,0.261
13.024,0.257
13.025,0.25
13.026,0.245
13.027,0.248
13.028,0.233
13.029,0.23
13.03,0.219
13.031,0.211
13.032,0.197
13.033,0.184
13.034,0.177
13.035,0.17
13.036,0.167
13.037,0.161
13.038,0.166
13.039,0.174
13.04,0.169
13.041,0.161
13.042,0.153
13.043,0.147
13.044,0.145
13.045,0.154
13.046,0.147
13.047,0.137
13.048,0.131
13.049,0.136
13.05,0.13
13.051,0.125
13.052,0.121
13.053,0.11
13.054,0.107
13.055,0.11
13.056,0.109
13.057,0.106
13.058,0.087
13.059,0.077
13.06,0.065
13.061,0.056
13.062,0.051
13.063,0.055
13.064,0.049
13.065,0.041
13.066,0.03
13.067,0.031
13.068,0.031
13.069,0.029
13.07,0.017
13.071,0.012
13.072,0.009
13.073,0.008
13.074,0.012
13.075,0.022
13.076,0.022
13.077,0.02
13.078,0.021
13.079,0.024
13.08,0.022
13.081,0.02
13.082,0.022
13.083,0.019
13.084,0.007
13.085,-0.006
13.086,-0.009
13.087,0.002
13.088,0.01
13.089,0.015
13.09,0.016
13.091,0.016
13.092,0.004
13.093,-0.003
13.094,0.021
13.095,-0.004
13.096,0.001
13.097,0.01
13.098,0.011
13.099,0.008
13.1,0.002
13.101,0.014
13.102,0.018
13.103,0.014
13.104,0.013
13.105,0.009
13.106,0.011
13.107,0.006
13.108,0.004
13.109,-0.001
13.11,-0.004
13.111,-0.003
13.112,-0.007
13.113,-0.014
13.114,-0.014
13.115,-0.023
13.116,-0.024
13.117,-0.027
13.118,-0.021
13.119,-0.007
13.12,-0.011
13.121,-0.015
13.122,-0.025
13.123,-0.033
13.124,-0.05
13.125,-0.05
13.126,-0.037
13.127,-0.025
13.128,-0.025
13.129,-0.022
13.13,-0.011
13.131,-0.01
13.132,-0.01
13.133,-0.001
13.134,0
13.135,-0.003
13.136,0.008
13.137,0.012
13.138,0.019
13.139,0.022
13.14,0.025
13.141,0.027
13.142,0.023
13.143,0.018
13.144,0.02
13.145,0.031
13.146,0.042
13.147,0.043
13.148,0.033
13.149,0.025
13.15,0.038
13.151,0.023
13.152,0.02
13.153,0.021
13.154,0.026
13.155,0.015
13.156,0.01
13.157,0
13.158,0.007
13.159,0.013
13.16,0.029
13.161,0.033
13.162,0.014
13.163,0.005
13.164,0.004
13.165,-0.001
13.166,-0.005
13.167,-0.006
13.168,-0.012
13.169,-0.01
13.17,0.003
13.171,-0.007
13.172,-0.013
13.173,-0.007
13.174,-0.012
13.175,-0.017
13.176,-0.021
13.177,-0.023
13.178,-0.022
13.179,-0.024
13.18,-0.039
13.181,-0.051
13.182,-0.05
13.183,-0.05
13.184,-0.059
13.185,-0.076
13.186,-0.079
13.187,-0.068
13.188,-0.06
13.189,-0.055
13.19,-0.063
13.191,-0.07
13.192,-0.056
13.193,-0.042
13.194,-0.055
13.195,-0.077
13.196,-0.093
13.197,-0.106
13.198,-0.12
13.199,-0.113
13.2,-0.121
13.201,-0.114
13.202,-0.122
13.203,-0.133
13.204,-0.134
13.205,-0.14
13.206,-0.155
13.207,-0.173
13.208,-0.18
13.209,-0.178
13.21,-0.182
13.211,-0.187
13.212,-0.196
13.213,-0.207
13.214,-0.21
13.215,-0.215
13.216,-0.21
13.217,-0.225
13.218,-0.242
13.219,-0.264
13.22,-0.274
13.221,-0.284
13.222,-0.281
13.223,-0.274
13.224,-0.262
13.225,-0.249
13.226,-0.249
13.227,-0.26
13.228,-0.262
13.229,-0.272
13.23,-0.281
13.231,-0.287
13.232,-0.275
13.233,-0.277
13.234,-0.289
13.235,-0.301
13.236,-0.31
13.237,-0.313
13.238,-0.304
13.239,-0.298
13.24,-0.294
13.241,-0.291
13.242,-0.278
13.243,-0.273
13.244,-0.281
13.245,-0.294
13.246,-0.291
13.247,-0.281
13.248,-0.286
13.249,-0.287
13.25,-0.286
13.251,-0.275
13.252,-0.266
13.253,-0.268
13.254,-0.261
13.255,-0.256
13.256,-0.251
13.257,-0.245
13.258,-0.246
13.259,-0.253
13.26,-0.244
13.261,-0.226
13.262,-0.215
13.263,-0.214
13.264,-0.21
13.265,-0.202
13.266,-0.208
13.267,-0.208
13.268,-0.201
13.269,-0.19
13.27,-0.181
13.271,-0.159
13.272,-0.14
13.273,-0.142
13.274,-0.144
13.275,-0.13
13.276,-0.118
13.277,-0.097
13.278,-0.085
13.279,-0.056
13.28,-0.069
13.281,-0.077
13.282,-0.075
13.283,-0.072
13.284,-0.069
13.285,-0.071
13.286,-0.077
13.287,-0.07
13.288,-0.06
13.289,-0.054
13.29,-0.034
13.291,-0.007
13.292,-0.001
13.293,-0.001
13.294,0.003
13.295,0.003
13.296,0
13.297,-0.007
13.298,-0.015
13.299,-0.015
13.3,-0.009
13.301,0.003
13.302,0.033
13.303,0.052
13.304,0.052
13.305,0.049
13.306,0.05
13.307,0.044
13.308,0.046
13.309,0.042
13.31,0.039
13.311,0.04
13.312,0.027
13.313,0.04
13.314,0.058
13.315,0.077
13.316,0.073
13.317,0.073
13.318,0.081
13.319,0.095
13.32,0.102
13.321,0.118
13.322,0.122
13.323,0.11
13.324,0.096
13.325,0.1
13.326,0.105
13.327,0.106
13.328,0.103
13.329,0.097
13.33,0.11
13.331,0.105
13.332,0.087
13.333,0.077
13.334,0.097
13.335,0.117
13.336,0.127
13.337,0.13
13.338,0.134
13.339,0.126
13.34,0.114
13.341,0.105
13.342,0.103
13.343,0.094
13.344,0.093
13.345,0.098
13.346,0.099
13.347,0.1
13.348,0.098
13.349,0.095
13.35,0.096
13.351,0.091
13.352,0.084
13.353,0.08
13.354,0.088
13.355,0.097
13.356,0.116
13.357,0.13
13.358,0.136
13.359,0.132
13.36,0.117
13.361,0.124
13.362,0.13
13.363,0.134
13.364,0.127
13.365,0.132
13.366,0.136
13.367,0.132
13.368,0.134
13.369,0.128
13.37,0.112
13.371,0.115
13.372,0.109
13.373,0.098
13.374,0.105
13.375,0.115
13.376,0.126
13.377,0.117
13.378,0.098
13.379,0.097
13.38,0.099
13.381,0.09
13.382,0.082
13.383,0.079
13.384,0.071
13.385,0.062
13.386,0.075
13.387,0.091
13.388,0.107
13.389,0.098
13.39,0.084
13.391,0.088
13.392,0.081
13.393,0.06
13.394,0.057
13.395,0.066
13.396,0.074
13.397,0.083
13.398,0.082
13.399,0.082
13.4,0.075
13.401,0.076
13.402,0.084
13.403,0.08
13.404,0.068
13.405,0.057
13.406,0.049
13.407,0.043
13.408,0.04
13.409,0.037
13.41,0.038
13.411,0.037
13.412,0.042
13.413,0.049
13.414,0.048
13.415,0.053
13.416,0.05
13.417,0.045
13.418,0.046
13.419,0.048
13.42,0.048
13.421,0.045
13.422,0.056
13.423,0.062
13.424,0.054
13.425,0.057
13.426,0.054
13.427,0.043
13.428,0.041
13.429,0.048
13.43,0.03
13.431,0.021
13.432,0.023
13.433,0.025
13.434,0.023
13.435,0.015
13.436,0.014
13.437,0.005
13.438,0.015
13.439,0.022
13.44,0.009
13.441,0.005
13.442,0.013
13.443,0.036
13.444,0.045
13.445,0.046
13.446,0.02
13.447,0.027
13.448,0.033
13.449,0.014
13.45,0
13.451,0.004
13.452,0.018
13.453,0.031
13.454,0.031
13.455,0.04
13.456,0.039
13.457,0.077
13.458,0.002
13.459,0.031
13.46,0.022
13.461,0.018
13.462,0.031
13.463,0.04
13.464,0.051
13.465,0.057
13.466,0.048
13.467,0.043
13.468,0.042
13.469,0.042
13.47,0.042
13.471,0.031
13.472,0.03
13.473,0.037
13.474,0.037
13.475,0.041
13.476,0.034
13.477,0.029
13.478,0.036
13.479,0.032
13.48,0.018
13.481,0.012
13.482,0.013
13.483,0.012
13.484,0.019
13.485,0.022
13.486,0.026
13.487,0.013
13.488,-0.008
13.489,-0.018
13.49,-0.019
13.491,-0.027
13.492,-0.032
13.493,-0.03
13.494,-0.018
13.495,0
13.496,0.018
13.497,0.021
13.498,0.014
13.499,0.016
13.5,0.022
13.501,0.016
13.502,0.011
13.503,0.011
13.504,0.013
13.505,0.011
13.506,0.018
13.507,0.025
13.508,0.018
13.509,0.02
13.51,0.02
13.511,0.024
13.512,0.027
13.513,0.016
13.514,0.002
13.515,-0.016
13.516,-0.007
13.517,0.003
13.518,-0.001
13.519,-0.002
13.52,0.006
13.521,0.016
13.522,0.013
13.523,0.007
13.524,-0.006
13.525,-0.024
13.526,-0.036
13.527,-0.035
13.528,-0.043
13.529,-0.037
13.53,-0.046
13.531,-0.047
13.532,-0.042
13.533,-0.016
13.534,-0.012
13.535,0.007
13.536,0.015
13.537,0
13.538,0.01
13.539,0.006
13.54,-0.01
13.541,-0.006
13.542,-0.003
13.543,0.027
13.544,0.038
13.545,0.034
13.546,0.049
13.547,0.068
13.548,0.074
13.549,0.079
13.55,0.078
13.551,0.074
13.552,0.066
13.553,0.062
13.554,0.064
13.555,0.058
13.556,0.059
13.557,0.062
13.558,0.055
13.559,0.029
13.56,0.026
13.561,0.021
13.562,0.011
13.563,-0.003
13.564,0.011
13.565,0.03
13.566,0.022
13.567,0.027
13.568,0.041
13.569,0.041
13.57,0.038
13.571,0.023
13.572,0.017
13.573,0.018
13.574,0.02
13.575,0.013
13.576,0.02
13.577,0.025
13.578,0.025
13.579,0.044
13.58,0.056
13.581,0.06
13.582,0.049
13.583,0.027
13.584,0.026
13.585,0.022
13.586,0.01
13.587,0.016
13.588,0.037
13.589,0.046
13.59,0.051
13.591,0.049
13.592,0.028
13.593,0.021
13.594,0.019
13.595,0.022
13.596,0.022
13.597,0.008
13.598,-0.011
13.599,-0.023
13.6,-0.028
13.601,-0.04
13.602,-0.042
13.603,-0.046
13.604,-0.052
13.605,-0.046
13.606,-0.031
13.607,-0.019
13.608,-0.032
13.609,-0.057
13.61,-0.078
13.611,-0.085
13.612,-0.079
13.613,-0.073
13.614,-0.075
13.615,-0.086
13.616,-0.079
13.617,-0.069
13.618,-0.071
13.619,-0.075
13.62,-0.071
13.621,-0.061
13.622,-0.048
13.623,-0.049
13.624,-0.068
13.625,-0.076
13.626,-0.068
13.627,-0.069
13.628,-0.07
13.629,-0.056
13.63,-0.055
13.631,-0.058
13.632,-0.058
13.633,-0.051
13.634,-0.056
13.635,-0.063
13.636,-0.073
13.637,-0.073
13.638,-0.073
13.639,-0.087
13.64,-0.097
13.641,-0.097
13.642,-0.104
13.643,-0.105
13.644,-0.1
13.645,-0.097
13.646,-0.085
13.647,-0.083
13.648,-0.078
13.649,-0.082
13.65,-0.085
13.651,-0.084
13.652,-0.079
13.653,-0.078
13.654,-0.075
13.655,-0.06
13.656,-0.05
13.657,-0.049
13.658,-0.051
13.659,-0.065
13.66,-0.068
13.661,-0.069
13.662,-0.067
13.663,-0.065
13.664,-0.06
13.665,-0.056
13.666,-0.048
13.667,-0.028
13.668,-0.012
13.669,0.003
13.67,0.009
13.671,0.015
13.672,0.008
13.673,0
13.674,0.005
13.675,0.001
13.676,-0.017
13.677,-0.015
13.678,-0.006
13.679,0.01
13.68,0.017
13.681,0.018
13.682,0.01
13.683,0.006
13.684,0.011
13.685,0.041
13.686,0.064
13.687,0.054
13.688,0.056
13.689,0.06
13.69,0.071
13.691,0.09
13.692,0.11
13.693,0.122
13.694,0.135
13.695,0.141
13.696,0.165
13.697,0.194
13.698,0.254
13.699,0.328
13.7,0.403
13.701,0.469
13.702,0.548
13.703,0.647
13.704,0.74
13.705,0.807
13.706,0.861
13.707,0.91
13.708,0.948
13.709,0.983
13.71,0.982
13.711,0.952
13.712,0.9
13.713,0.802
13.714,0.672
13.715,0.503
13.716,0.326
13.717,0.139
13.718,-0.07
13.719,-0.273
13.72,-0.495
13.721,-0.771
13.722,-1.078
13.723,-1.291
13.724,-1.424
13.725,-1.485
13.726,-1.52
13.727,-1.543
13.728,-1.555
13.729,-1.546
13.73,-1.515
13.731,-1.459
13.732,-1.414
13.733,-1.377
13.734,-1.327
13.735,-1.259
13.736,-1.199
13.737,-1.123
13.738,-1.026
13.739,-0.933
13.74,-0.832
13.741,-0.735
13.742,-0.651
13.743,-0.574
13.744,-0.493
13.745,-0.443
13.746,-0.387
13.747,-0.316
13.748,-0.254
13.749,-0.177
13.75,-0.095
13.751,-0.041
13.752,0.011
13.753,0.081
13.754,0.152
13.755,0.209
13.756,0.249
13.757,0.291
13.758,0.329
13.759,0.353
13.76,0.372
13.761,0.4
13.762,0.415
13.763,0.436
13.764,0.457
13.765,0.469
13.766,0.475
13.767,0.489
13.768,0.484
13.769,0.484
13.77,0.479
13.771,0.48
13.772,0.468
13.773,0.471
13.774,0.461
13.775,0.447
13.776,0.438
13.777,0.421
13.778,0.418
13.779,0.403
13.78,0.394
13.781,0.396
13.782,0.388
13.783,0.374
13.784,0.362
13.785,0.353
13.786,0.336
13.787,0.325
13.788,0.322
13.789,0.326
13.79,0.333
13.791,0.323
13.792,0.332
13.793,0.345
13.794,0.342
13.795,0.333
13.796,0.316
13.797,0.305
13.798,0.294
13.799,0.282
13.8,0.276
13.801,0.276
13.802,0.275
13.803,0.266
13.804,0.263
13.805,0.258
13.806,0.24
13.807,0.227
13.808,0.22
13.809,0.201
13.81,0.195
13.811,0.19
13.812,0.188
13.813,0.194
13.814,0.207
13.815,0.207
13.816,0.197
13.817,0.192
13.818,0.173
13.819,0.169
13.82,0.204
13.821,0.09
13.822,0.127
13.823,0.12
13.824,0.126
13.825,0.133
13.826,0.132
13.827,0.122
13.828,0.11
13.829,0.109
13.83,0.109
13.831,0.111
13.832,0.103
13.833,0.09
13.834,0.082
13.835,0.098
13.836,0.102
13.837,0.094
13.838,0.085
13.839,0.073
13.84,0.084
13.841,0.084
13.842,0.069
13.843,0.063
13.844,0.065
13.845,0.061
13.846,0.06
13.847,0.045
13.848,0.037
13.849,0.041
13.85,0.045
13.851,0.046
13.852,0.043
13.853,0.038
13.854,0.033
13.855,0.022
13.856,0.005
13.857,-0.005
13.858,-0.002
13.859,0.014
13.86,0.015
13.861,0.007
13.862,0.006
13.863,0.001
13.864,-0.005
13.865,-0.007
13.866,-0.007
13.867,-0.002
13.868,-0.001
13.869,0.005
13.87,-0.001
13.871,-0.006
13.872,0
13.873,-0.021
13.874,-0.043
13.875,-0.054
13.876,-0.052
13.877,-0.029
13.878,-0.023
13.879,-0.015
13.88,-0.011
13.881,0.003
13.882,0.007
13.883,0.002
13.884,0.001
13.885,0.001
13.886,0.001
13.887,0.005
13.888,-0.002
13.889,-0.014
13.89,-0.027
13.891,-0.018
13.892,-0.008
13.893,-0.003
13.894,-0.003
13.895,-0.005
13.896,-0.003
13.897,-0.014
13.898,-0.007
13.899,0.009
13.9,0.003
13.901,-0.002
13.902,0
13.903,-0.002
13.904,-0.005
13.905,-0.018
13.906,-0.005
13.907,0.001
13.908,-0.003
13.909,-0.003
13.91,0.004
13.911,0.009
13.912,-0.004
13.913,-0.002
13.914,-0.009
13.915,-0.021
13.916,-0.034
13.917,-0.038
13.918,-0.029
13.919,-0.011
13.92,-0.004
13.921,0.001
13.922,0.018
13.923,0.015
13.924,0.013
13.925,0.02
13.926,0.02
13.927,0.012
13.928,0.009
13.929,0.008
13.93,0.004
13.931,-0.011
13.932,-0.01
13.933,0.01
13.934,0.02
13.935,0.03
13.936,0.035
13.937,0.03
13.938,0.033
13.939,0.028
13.94,0.027
13.941,0.015
13.942,0.024
13.943,0.03
13.944,0.027
13.945,0.02
13.946,0.009
13.947,0.009
13.948,0.01
13.949,-0.005
13.95,-0.025
13.951,-0.029
13.952,-0.02
13.953,-0.037
13.954,-0.05
13.955,-0.072
13.956,-0.068
13.957,-0.057
13.958,-0.061
13.959,-0.065
13.96,-0.073
13.961,-0.072
13.962,-0.066
13.963,-0.068
13.964,-0.06
13.965,-0.053
13.966,-0.067
13.967,-0.074
13.968,-0.078
13.969,-0.094
13.97,-0.083
13.971,-0.083
13.972,-0.066
13.973,-0.054
13.974,-0.054
13.975,-0.067
13.976,-0.084
13.977,-0.087
13.978,-0.089
13.979,-0.098
13.98,-0.091
13.981,-0.095
13.982,-0.081
13.983,-0.097
13.984,-0.108
13.985,-0.108
13.986,-0.129
13.987,-0.145
13.988,-0.162
13.989,-0.173
13.99,-0.179
13.991,-0.18
13.992,-0.196
13.993,-0.209
13.994,-0.217
13.995,-0.233
13.996,-0.244
13.997,-0.261
13.998,-0.267
13.999,-0.274
14,-0.275
14.001,-0.276
14.002,-0.273
14.003,-0.275
14.004,-0.269
14.005,-0.273
14.006,-0.28
14.007,-0.282
14.008,-0.28
14.009,-0.295
14.01,-0.31
14.011,-0.315
14.012,-0.303
14.013,-0.296
14.014,-0.286
14.015,-0.275
14.016,-0.277
14.017,-0.285
14.018,-0.297
14.019,-0.313
14.02,-0.327
14.021,-0.327
14.022,-0.315
14.023,-0.32
14.024,-0.332
14.025,-0.308
14.026,-0.296
14.027,-0.303
14.028,-0.286
14.029,-0.274
14.03,-0.257
14.031,-0.244
14.032,-0.256
14.033,-0.263
14.034,-0.239
14.035,-0.235
14.036,-0.238
14.037,-0.218
14.038,-0.203
14.039,-0.198
14.04,-0.178
14.041,-0.167
14.042,-0.159
14.043,-0.155
14.044,-0.156
14.045,-0.153
14.046,-0.139
14.047,-0.128
14.048,-0.125
14.049,-0.125
14.05,-0.145
14.051,-0.161
14.052,-0.167
14.053,-0.16
14.054,-0.137
14.055,-0.123
14.056,-0.128
14.057,-0.122
14.058,-0.121
14.059,-0.116
14.06,-0.118
14.061,-0.11
14.062,-0.115
14.063,-0.094
14.064,-0.08
14.065,-0.075
14.066,-0.067
14.067,-0.052
14.068,-0.025
14.069,-0.012
14.07,0.001
14.071,0.002
14.072,-0.001
14.073,-0.01
14.074,-0.004
14.075,0.005
14.076,0.02
14.077,0.017
14.078,0.006
14.079,0.011
14.08,0.02
14.081,0.017
14.082,0.003
14.083,0.004
14.084,0.009
14.085,0.029
14.086,0.034
14.087,0.031
14.088,0.034
14.089,0.042
14.09,0.054
14.091,0.075
14.092,0.092
14.093,0.094
14.094,0.097
14.095,0.09
14.096,0.078
14.097,0.068
14.098,0.079
14.099,0.075
14.1,0.061
14.101,0.055
14.102,0.054
14.103,0.056
14.104,0.053
14.105,0.064
14.106,0.065
14.107,0.075
14.108,0.084
14.109,0.096
14.11,0.116
14.111,0.135
14.112,0.15
14.113,0.15
14.114,0.149
14.115,0.143
14.116,0.144
14.117,0.154
14.118,0.147
14.119,0.133
14.12,0.136
14.121,0.144
14.122,0.14
14.123,0.135
14.124,0.129
14.125,0.14
14.126,0.132
14.127,0.126
14.128,0.13
14.129,0.133
14.13,0.13
14.131,0.128
14.132,0.123
14.133,0.119
14.134,0.117
14.135,0.119
14.136,0.125
14.137,0.109
14.138,0.088
14.139,0.079
14.14,0.081
14.141,0.076
14.142,0.074
14.143,0.092
14.144,0.094
14.145,0.106
14.146,0.119
14.147,0.109
14.148,0.109
14.149,0.116
14.15,0.106
14.151,0.107
14.152,0.104
14.153,0.097
14.154,0.094
14.155,0.099
14.156,0.102
14.157,0.086
14.158,0.086
14.159,0.09
14.16,0.087
14.161,0.095
14.162,0.081
14.163,0.068
14.164,0.068
14.165,0.072
14.166,0.084
14.167,0.094
14.168,0.097
14.169,0.097
14.17,0.109
14.171,0.108
14.172,0.108
14.173,0.093
14.174,0.082
14.175,0.083
14.176,0.077
14.177,0.068
14.178,0.071
14.179,0.072
14.18,0.059
14.181,0.053
14.182,0.046
14.183,0.094
14.184,-0.012
14.185,0.03
14.186,0.027
14.187,0.041
14.188,0.061
14.189,0.063
14.19,0.062
14.191,0.05
14.192,0.035
14.193,0.037
14.194,0.057
14.195,0.071
14.196,0.065
14.197,0.076
14.198,0.062
14.199,0.068
14.2,0.076
14.201,0.076
14.202,0.055
14.203,0.042
14.204,0.047
14.205,0.049
14.206,0.055
14.207,0.054
14.208,0.043
14.209,0.054
14.21,0.052
14.211,0.05
14.212,0.06
14.213,0.05
14.214,0.031
14.215,0.018
14.216,0.019
14.217,0.018
14.218,0.016
14.219,0.026
14.22,0.027
14.221,0.011
14.222,0.002
14.223,0.005
14.224,0.001
14.225,0.006
14.226,0.018
14.227,0.039
14.228,0.048
14.229,0.048
14.23,0.053
14.231,0.058
14.232,0.053
14.233,0.05
14.234,0.047
14.235,0.049
14.236,0.045
14.237,0.046
14.238,0.037
14.239,0.031
14.24,0.018
14.241,0.013
14.242,0.001
14.243,-0.007
14.244,-0.023
14.245,-0.03
14.246,-0.027
14.247,-0.021
