time,ECG
1.669,0.055
1.67,0.073
1.671,0.07
1.672,0.044
1.673,0.041
1.674,0.04
1.675,0.03
1.676,0.026
1.677,0.032
1.678,0.034
1.679,0.026
1.68,0.012
1.681,-0.001
1.682,0.003
1.683,0.016
1.684,0.005
1.685,0.006
1.686,0.023
1.687,0.036
1.688,0.049
1.689,0.058
1.69,0.057
1.691,0.051
1.692,0.054
1.693,0.058
1.694,0.053
1.695,0.056
1.696,0.061
1.697,0.063
1.698,0.051
1.699,0.04
1.7,0.03
1.701,0.029
1.702,0.028
1.703,0.027
1.704,0.028
1.705,0.032
1.706,0.028
1.707,0.024
1.708,0.023
1.709,0.025
1.71,0.03
1.711,0.015
1.712,0.001
1.713,-0.015
1.714,-0.025
1.715,-0.031
1.716,-0.022
1.717,-0.015
1.718,-0.01
1.719,-0.018
1.72,-0.026
1.721,-0.018
1.722,0.008
1.723,0.012
1.724,0.009
1.725,0.001
1.726,-0.004
1.727,0
1.728,0.016
1.729,0.017
1.73,0.019
1.731,0.015
1.732,0.005
1.733,-0.006
1.734,0.003
1.735,0.013
1.736,0.017
1.737,0.02
1.738,0.006
1.739,-0.009
1.74,-0.014
1.741,-0.026
1.742,-0.038
1.743,-0.035
1.744,-0.037
1.745,-0.042
1.746,-0.034
1.747,-0.034
1.748,-0.012
1.749,-0.002
1.75,-0.002
1.751,0.004
1.752,-0.001
1.753,-0.006
1.754,-0.006
1.755,0.004
1.756,0.014
1.757,0.018
1.758,0.008
1.759,0.008
1.76,0.02
1.761,0.025
1.762,0.026
1.763,0.021
1.764,0.008
1.765,-0.013
1.766,-0.022
1.767,-0.018
1.768,-0.003
1.769,0.025
1.77,0.048
1.771,0.065
1.772,0.065
1.773,0.065
1.774,0.057
1.775,0.059
1.776,0.068
1.777,0.066
1.778,0.062
1.779,0.06
1.78,0.062
1.781,0.047
1.782,0.037
1.783,0.019
1.784,0.009
1.785,0.012
1.786,0.01
1.787,0.021
1.788,0.017
1.789,0.006
1.79,-0.002
1.791,0.006
1.792,0.005
1.793,0.019
1.794,0.031
1.795,0.038
1.796,0.058
1.797,0.068
1.798,0.077
1.799,0.08
1.8,0.085
1.801,0.098
1.802,0.094
1.803,0.087
1.804,0.076
1.805,0.061
1.806,0.057
1.807,0.054
1.808,0.058
1.809,0.042
1.81,0.041
1.811,0.057
1.812,0.068
1.813,0.059
1.814,0.041
1.815,0.023
1.816,0.011
1.817,-0.006
1.818,-0.019
1.819,-0.017
1.82,-0.024
1.821,-0.034
1.822,-0.049
1.823,-0.062
1.824,-0.062
1.825,-0.061
1.826,-0.057
1.827,-0.051
1.828,-0.043
1.829,-0.049
1.83,-0.051
1.831,-0.052
1.832,-0.06
1.833,-0.067
1.834,-0.076
1.835,-0.072
1.836,-0.08
1.837,-0.035
1.838,-0.126
1.839,-0.081
1.84,-0.086
1.841,-0.073
1.842,-0.066
1.843,-0.057
1.844,-0.052
1.845,-0.069
1.846,-0.077
1.847,-0.063
1.848,-0.038
1.849,-0.038
1.85,-0.044
1.851,-0.04
1.852,-0.043
1.853,-0.061
1.854,-0.062
1.855,-0.062
1.856,-0.067
1.857,-0.067
1.858,-0.065
1.859,-0.069
1.86,-0.081
1.861,-0.086
1.862,-0.097
1.863,-0.115
1.864,-0.128
1.865,-0.136
1.866,-0.127
1.867,-0.117
1.868,-0.116
1.869,-0.11
1.87,-0.107
1.871,-0.101
1.872,-0.076
1.873,-0.065
1.874,-0.057
1.875,-0.052
1.876,-0.041
1.877,-0.035
1.878,-0.037
1.879,-0.034
1.88,-0.029
1.881,-0.038
1.882,-0.026
1.883,-0.006
1.884,-0.004
1.885,-0.003
1.886,-0.002
1.887,-0.003
1.888,-0.003
1.889,0.005
1.89,0.008
1.891,0.013
1.892,0.018
1.893,0.006
1.894,-0.002
1.895,0
1.896,-0.003
1.897,0.001
1.898,0.001
1.899,-0.002
1.9,-0.008
1.901,-0.008
1.902,-0.008
1.903,-0.015
1.904,-0.023
1.905,-0.019
1.906,-0.007
1.907,0.004
1.908,0.012
1.909,0.041
1.91,0.065
1.911,0.078
1.912,0.078
1.913,0.089
1.914,0.1
1.915,0.108
1.916,0.119
1.917,0.134
1.918,0.168
1.919,0.205
1.92,0.26
1.921,0.332
1.922,0.411
1.923,0.497
1.924,0.574
1.925,0.638
1.926,0.709
1.927,0.76
1.928,0.822
1.929,0.88
1.93,0.922
1.931,0.979
1.932,1.011
1.933,1.023
1.934,0.992
1.935,0.922
1.936,0.793
1.937,0.636
1.938,0.443
1.939,0.237
1.94,0.017
1.941,-0.199
1.942,-0.431
1.943,-0.68
1.944,-0.994
1.945,-1.252
1.946,-1.421
1.947,-1.517
1.948,-1.564
1.949,-1.59
1.95,-1.577
1.951,-1.546
1.952,-1.517
1.953,-1.486
1.954,-1.46
1.955,-1.423
1.956,-1.386
1.957,-1.326
1.958,-1.258
1.959,-1.175
1.96,-1.082
1.961,-0.977
1.962,-0.865
1.963,-0.755
1.964,-0.648
1.965,-0.567
1.966,-0.52
1.967,-0.45
1.968,-0.361
1.969,-0.283
1.97,-0.232
1.971,-0.205
1.972,-0.154
1.973,-0.094
1.974,-0.027
1.975,0.03
1.976,0.11
1.977,0.181
1.978,0.218
1.979,0.241
1.98,0.28
1.981,0.303
1.982,0.333
1.983,0.355
1.984,0.385
1.985,0.412
1.986,0.427
1.987,0.45
1.988,0.483
1.989,0.487
1.99,0.475
1.991,0.469
1.992,0.466
1.993,0.446
1.994,0.44
1.995,0.435
1.996,0.437
1.997,0.428
1.998,0.432
1.999,0.434
2,0.439
2.001,0.432
2.002,0.427
2.003,0.426
2.004,0.406
2.005,0.38
2.006,0.376
2.007,0.37
2.008,0.363
2.009,0.356
2.01,0.348
2.011,0.336
2.012,0.325
2.013,0.314
2.014,0.303
2.015,0.287
2.016,0.275
2.017,0.276
2.018,0.272
2.019,0.264
2.02,0.266
2.021,0.274
2.022,0.273
2.023,0.268
2.024,0.269
2.025,0.244
2.026,0.221
2.027,0.2
2.028,0.201
2.029,0.205
2.03,0.204
2.031,0.193
2.032,0.178
2.033,0.174
2.034,0.177
2.035,0.183
2.036,0.19
2.037,0.185
2.038,0.169
2.039,0.161
2.04,0.175
2.041,0.168
2.042,0.169
2.043,0.17
2.044,0.173
2.045,0.168
2.046,0.168
2.047,0.166
2.048,0.157
2.049,0.156
2.05,0.152
2.051,0.133
2.052,0.126
2.053,0.117
2.054,0.12
2.055,0.117
2.056,0.11
2.057,0.115
2.058,0.116
2.059,0.103
2.06,0.085
2.061,0.072
2.062,0.069
2.063,0.067
2.064,0.064
2.065,0.059
2.066,0.053
2.067,0.054
2.068,0.053
2.069,0.047
2.07,0.036
2.071,0.032
2.072,0.028
2.073,0.014
2.074,0
2.075,-0.004
2.076,-0.013
2.077,-0.019
2.078,-0.013
2.079,-0.009
2.08,0
2.081,0.01
2.082,0.007
2.083,0.009
2.084,0.012
2.085,0.005
2.086,0.005
2.087,0.012
2.088,0.016
2.089,0.014
2.09,0.014
2.091,0.011
2.092,0.003
2.093,-0.003
2.094,0.004
2.095,-0.003
2.096,-0.02
2.097,-0.024
2.098,-0.012
2.099,-0.004
2.1,0.001
2.101,0.013
2.102,0.017
2.103,0.004
2.104,-0.022
2.105,-0.033
2.106,-0.054
2.107,-0.075
2.108,-0.084
2.109,-0.084
2.11,-0.074
2.111,-0.071
2.112,-0.052
2.113,-0.037
2.114,-0.025
2.115,-0.021
2.116,-0.028
2.117,-0.042
2.118,-0.039
2.119,-0.03
2.12,-0.006
2.121,0.018
2.122,0.028
2.123,0.043
2.124,0.054
2.125,0.05
2.126,0.041
2.127,0.055
2.128,0.061
2.129,0.051
2.13,0.058
2.131,0.067
2.132,0.043
2.133,0.032
2.134,0.023
2.135,0.009
2.136,0.01
2.137,0.006
2.138,0.008
2.139,0.021
2.14,0.015
2.141,0.008
2.142,0.002
2.143,0.001
2.144,0.011
2.145,0.006
2.146,-0.009
2.147,-0.005
2.148,-0.006
2.149,-0.01
2.15,0.01
2.151,0.033
2.152,0.038
2.153,0.034
2.154,0.042
2.155,0.041
2.156,0.042
2.157,0.048
2.158,0.063
2.159,0.063
2.16,0.056
2.161,0.047
2.162,0.034
2.163,0.032
2.164,0.031
2.165,0.031
2.166,0.025
2.167,0.016
2.168,0.008
2.169,0.003
2.17,0.001
2.171,-0.003
2.172,0.006
2.173,0.008
2.174,0.002
2.175,0.007
2.176,-0.003
2.177,-0.012
2.178,-0.021
2.179,-0.027
2.18,-0.038
2.181,-0.051
2.182,-0.053
2.183,-0.087
2.184,-0.113
2.185,-0.121
2.186,-0.125
2.187,-0.137
2.188,-0.109
2.189,-0.072
2.19,-0.055
2.191,-0.033
2.192,-0.024
2.193,-0.035
2.194,-0.049
2.195,-0.066
2.196,-0.077
2.197,-0.075
2.198,-0.072
2.199,-0.08
2.2,-0.051
2.201,-0.129
2.202,-0.098
2.203,-0.093
2.204,-0.09
2.205,-0.093
2.206,-0.111
2.207,-0.125
2.208,-0.13
2.209,-0.126
2.21,-0.133
2.211,-0.145
2.212,-0.153
2.213,-0.164
2.214,-0.174
2.215,-0.197
2.216,-0.21
2.217,-0.226
2.218,-0.239
2.219,-0.25
2.22,-0.264
2.221,-0.271
2.222,-0.266
2.223,-0.257
2.224,-0.256
2.225,-0.276
2.226,-0.284
2.227,-0.287
2.228,-0.289
2.229,-0.289
2.23,-0.306
2.231,-0.318
2.232,-0.314
2.233,-0.313
2.234,-0.315
2.235,-0.32
2.236,-0.313
2.237,-0.296
2.238,-0.291
2.239,-0.299
2.24,-0.306
2.241,-0.31
2.242,-0.318
2.243,-0.314
2.244,-0.308
2.245,-0.299
2.246,-0.301
2.247,-0.304
2.248,-0.302
2.249,-0.3
2.25,-0.291
2.251,-0.284
2.252,-0.288
2.253,-0.299
2.254,-0.294
2.255,-0.282
2.256,-0.277
2.257,-0.261
2.258,-0.245
2.259,-0.243
2.26,-0.248
2.261,-0.249
2.262,-0.25
2.263,-0.24
2.264,-0.234
2.265,-0.235
2.266,-0.213
2.267,-0.182
2.268,-0.164
2.269,-0.167
2.27,-0.169
2.271,-0.168
2.272,-0.158
2.273,-0.15
2.274,-0.137
2.275,-0.131
2.276,-0.143
2.277,-0.141
2.278,-0.121
2.279,-0.109
2.28,-0.121
2.281,-0.121
2.282,-0.122
2.283,-0.115
2.284,-0.091
2.285,-0.066
2.286,-0.048
2.287,-0.063
2.288,-0.059
2.289,-0.058
2.29,-0.062
2.291,-0.06
2.292,-0.061
2.293,-0.059
2.294,-0.051
2.295,-0.046
2.296,-0.036
2.297,-0.023
2.298,-0.009
2.299,0.011
2.3,0.019
2.301,0.029
2.302,0.033
2.303,0.042
2.304,0.055
2.305,0.062
2.306,0.061
2.307,0.059
2.308,0.059
2.309,0.063
2.31,0.067
2.311,0.064
2.312,0.055
2.313,0.052
2.314,0.049
2.315,0.051
2.316,0.06
2.317,0.059
2.318,0.054
2.319,0.061
2.32,0.066
2.321,0.08
2.322,0.078
2.323,0.075
2.324,0.072
2.325,0.066
2.326,0.06
2.327,0.054
2.328,0.055
2.329,0.058
2.33,0.049
2.331,0.051
2.332,0.068
2.333,0.089
2.334,0.106
2.335,0.125
2.336,0.131
2.337,0.119
2.338,0.109
2.339,0.105
2.34,0.116
2.341,0.127
2.342,0.138
2.343,0.126
2.344,0.125
2.345,0.128
2.346,0.114
2.347,0.116
2.348,0.124
2.349,0.135
2.35,0.14
2.351,0.148
2.352,0.15
2.353,0.156
2.354,0.153
2.355,0.146
2.356,0.134
2.357,0.127
2.358,0.129
2.359,0.121
2.36,0.114
2.361,0.114
2.362,0.104
2.363,0.098
2.364,0.093
2.365,0.082
2.366,0.076
2.367,0.091
2.368,0.104
2.369,0.111
2.37,0.119
2.371,0.113
2.372,0.119
2.373,0.135
2.374,0.144
2.375,0.131
2.376,0.121
2.377,0.111
2.378,0.089
2.379,0.076
2.38,0.072
2.381,0.077
2.382,0.086
2.383,0.092
2.384,0.092
2.385,0.085
2.386,0.09
2.387,0.089
2.388,0.087
2.389,0.09
2.39,0.089
2.391,0.091
2.392,0.093
2.393,0.097
2.394,0.109
2.395,0.111
2.396,0.119
2.397,0.111
2.398,0.107
2.399,0.106
2.4,0.099
2.401,0.085
2.402,0.074
2.403,0.074
2.404,0.064
2.405,0.062
2.406,0.059
2.407,0.051
2.408,0.051
2.409,0.073
2.41,0.082
2.411,0.067
2.412,0.048
2.413,0.049
2.414,0.047
2.415,0.056
2.416,0.05
2.417,0.049
2.418,0.053
2.419,0.059
2.42,0.072
2.421,0.073
2.422,0.074
2.423,0.077
2.424,0.07
2.425,0.065
2.426,0.06
2.427,0.065
2.428,0.064
2.429,0.048
2.43,0.037
2.431,0.032
2.432,0.023
2.433,0.026
2.434,0.028
2.435,0.027
2.436,0.029
2.437,0.026
2.438,0.038
2.439,0.043
2.44,0.052
2.441,0.064
2.442,0.067
2.443,0.065
2.444,0.065
2.445,0.052
2.446,0.046
2.447,0.046
2.448,0.042
2.449,0.041
2.45,0.043
2.451,0.045
2.452,0.038
2.453,0.036
2.454,0.041
2.455,0.048
2.456,0.044
2.457,0.039
2.458,0.042
2.459,0.04
2.46,0.029
2.461,0.022
2.462,0.022
2.463,0.025
2.464,0.023
2.465,0.01
2.466,0
2.467,-0.008
2.468,-0.01
2.469,-0.005
2.47,0.003
2.471,0.01
2.472,0.017
2.473,0.031
2.474,0.044
2.475,0.018
2.476,-0.014
2.477,-0.014
2.478,-0.01
2.479,0
2.48,0.015
2.481,0.019
2.482,0.03
2.483,0.04
2.484,0.046
2.485,0.039
2.486,0.042
2.487,0.041
2.488,0.042
2.489,0.046
2.49,0.053
2.491,0.054
2.492,0.044
2.493,0.045
2.494,0.044
2.495,0.055
2.496,0.057
2.497,0.047
2.498,0.036
2.499,0.016
2.5,0.008
2.501,0.004
2.502,-0.006
2.503,0.006
2.504,0.024
2.505,0.021
2.506,0.015
2.507,0.02
2.508,0.027
2.509,0.022
2.51,0.023
2.511,0.055
2.512,0.087
2.513,0.08
2.514,0.057
2.515,0.046
2.516,0.049
2.517,0.051
2.518,0.051
2.519,0.057
2.52,0.058
2.521,0.052
2.522,0.055
2.523,0.055
2.524,0.06
2.525,0.055
2.526,0.062
2.527,0.068
2.528,0.066
2.529,0.051
2.53,0.06
2.531,0.063
2.532,0.052
2.533,0.044
2.534,0.033
2.535,0.027
2.536,0.008
2.537,0
2.538,-0.007
2.539,-0.008
2.54,-0.012
2.541,-0.007
2.542,-0.01
2.543,-0.03
2.544,-0.044
2.545,-0.043
2.546,-0.041
2.547,-0.042
2.548,-0.04
2.549,-0.059
2.55,-0.07
2.551,-0.058
2.552,-0.048
2.553,-0.042
2.554,-0.032
2.555,-0.02
2.556,-0.012
2.557,-0.003
2.558,-0.01
2.559,-0.027
2.56,-0.031
2.561,-0.048
2.562,-0.054
2.563,-0.04
2.564,-0.073
2.565,-0.068
2.566,-0.063
2.567,-0.06
2.568,-0.066
2.569,-0.062
2.57,-0.069
2.571,-0.089
2.572,-0.099
2.573,-0.122
2.574,-0.137
2.575,-0.133
2.576,-0.114
2.577,-0.099
2.578,-0.095
2.579,-0.086
2.58,-0.073
2.581,-0.067
2.582,-0.065
2.583,-0.063
2.584,-0.065
2.585,-0.065
2.586,-0.055
2.587,-0.049
2.588,-0.041
2.589,-0.039
2.59,-0.038
2.591,-0.049
2.592,-0.035
2.593,-0.032
2.594,-0.043
2.595,-0.041
2.596,-0.037
2.597,-0.051
2.598,-0.056
2.599,-0.056
2.6,-0.061
2.601,-0.059
2.602,-0.053
2.603,-0.037
2.604,-0.035
2.605,-0.041
2.606,-0.041
2.607,-0.042
2.608,-0.034
2.609,-0.027
2.61,-0.025
2.611,-0.016
2.612,-0.015
2.613,-0.029
2.614,-0.04
2.615,-0.037
2.616,-0.035
2.617,-0.039
2.618,-0.037
2.619,-0.048
2.62,-0.043
2.621,-0.035
2.622,-0.033
2.623,-0.043
2.624,-0.047
2.625,-0.037
2.626,-0.034
2.627,-0.026
2.628,-0.018
2.629,0.004
2.63,0.022
2.631,0.035
2.632,0.039
2.633,0.061
2.634,0.078
2.635,0.076
2.636,0.083
2.637,0.109
2.638,0.139
2.639,0.167
2.64,0.182
2.641,0.195
2.642,0.215
2.643,0.253
2.644,0.324
2.645,0.401
2.646,0.476
2.647,0.552
2.648,0.613
2.649,0.697
2.65,0.775
2.651,0.817
2.652,0.851
2.653,0.874
2.654,0.903
2.655,0.946
2.656,0.96
2.657,0.952
2.658,0.924
2.659,0.83
2.66,0.7
2.661,0.523
2.662,0.333
2.663,0.113
2.664,-0.102
2.665,-0.304
2.666,-0.534
2.667,-0.813
2.668,-1.123
2.669,-1.334
2.67,-1.463
2.671,-1.531
2.672,-1.584
2.673,-1.584
2.674,-1.581
2.675,-1.561
2.676,-1.527
2.677,-1.48
2.678,-1.442
2.679,-1.412
2.68,-1.374
2.681,-1.299
2.682,-1.209
2.683,-1.127
2.684,-1.026
2.685,-0.936
2.686,-0.822
2.687,-0.727
2.688,-0.649
2.689,-0.563
2.69,-0.497
2.691,-0.431
2.692,-0.376
2.693,-0.317
2.694,-0.242
2.695,-0.193
2.696,-0.122
2.697,-0.045
2.698,0.026
2.699,0.099
2.7,0.168
2.701,0.233
2.702,0.264
2.703,0.292
2.704,0.328
2.705,0.356
2.706,0.388
2.707,0.395
2.708,0.403
2.709,0.417
2.71,0.441
2.711,0.457
2.712,0.474
2.713,0.475
2.714,0.467
2.715,0.442
2.716,0.433
2.717,0.438
2.718,0.435
2.719,0.426
2.72,0.409
2.721,0.405
2.722,0.409
2.723,0.412
2.724,0.413
2.725,0.408
2.726,0.39
2.727,0.383
2.728,0.39
2.729,0.395
2.73,0.389
2.731,0.37
2.732,0.353
2.733,0.357
2.734,0.352
2.735,0.33
2.736,0.305
2.737,0.309
2.738,0.322
2.739,0.32
2.74,0.286
2.741,0.284
2.742,0.293
2.743,0.302
2.744,0.298
2.745,0.301
2.746,0.3
2.747,0.291
2.748,0.282
2.749,0.275
2.75,0.273
2.751,0.269
2.752,0.257
2.753,0.239
2.754,0.217
2.755,0.226
2.756,0.227
2.757,0.221
2.758,0.212
2.759,0.21
2.76,0.199
2.761,0.196
2.762,0.194
2.763,0.193
2.764,0.189
2.765,0.177
2.766,0.164
2.767,0.167
2.768,0.161
2.769,0.149
2.77,0.146
2.771,0.148
2.772,0.143
2.773,0.141
2.774,0.129
2.775,0.115
2.776,0.112
2.777,0.101
2.778,0.09
2.779,0.088
2.78,0.087
2.781,0.081
2.782,0.069
2.783,0.056
2.784,0.057
2.785,0.054
2.786,0.047
2.787,0.05
2.788,0.052
2.789,0.053
2.79,0.064
2.791,0.079
2.792,0.067
2.793,0.06
2.794,0.055
2.795,0.052
2.796,0.053
2.797,0.054
2.798,0.031
2.799,0.023
2.8,0.018
2.801,0.008
2.802,0.001
2.803,0.001
2.804,0.007
2.805,0.006
2.806,-0.008
2.807,-0.015
2.808,-0.025
2.809,-0.03
2.81,-0.029
2.811,-0.031
2.812,-0.03
2.813,-0.032
2.814,-0.021
2.815,-0.011
2.816,-0.007
2.817,-0.004
2.818,-0.008
2.819,0.006
2.82,0.006
2.821,0.007
2.822,0.008
2.823,0.013
2.824,0.016
2.825,0.018
2.826,0.019
2.827,0.006
2.828,0.002
2.829,-0.004
2.83,-0.003
2.831,0.003
2.832,0.009
2.833,0.004
2.834,-0.009
2.835,-0.024
2.836,-0.032
2.837,-0.036
2.838,-0.039
2.839,-0.041
2.84,-0.042
2.841,-0.034
2.842,-0.036
2.843,-0.03
2.844,-0.012
2.845,-0.015
2.846,-0.014
2.847,-0.009
2.848,-0.006
2.849,-0.015
2.85,0.009
2.851,0.026
2.852,0.011
2.853,-0.007
2.854,-0.021
2.855,-0.008
2.856,0.005
2.857,0.004
2.858,0.02
2.859,0.023
2.86,0.011
2.861,0.012
2.862,0.026
2.863,0.035
2.864,0.045
2.865,0.045
2.866,0.033
2.867,0.025
2.868,0.019
2.869,0.009
2.87,0.004
2.871,0.011
2.872,0.016
2.873,0.02
2.874,0.029
2.875,0.026
2.876,0.007
2.877,-0.003
2.878,-0.01
2.879,0
2.88,0.013
2.881,0.03
2.882,0.041
2.883,0.046
2.884,0.04
2.885,0.036
2.886,0.038
2.887,0.029
2.888,0.031
2.889,0.029
2.89,0.032
2.891,0.034
2.892,0.039
2.893,0.031
2.894,0.024
2.895,0.025
2.896,0.021
2.897,-0.006
2.898,-0.019
2.899,-0.016
2.9,-0.024
2.901,-0.033
2.902,-0.05
2.903,-0.051
2.904,-0.055
2.905,-0.079
2.906,-0.094
2.907,-0.099
2.908,-0.106
2.909,-0.089
2.91,-0.078
2.911,-0.064
2.912,-0.05
2.913,-0.039
2.914,-0.032
2.915,-0.035
2.916,-0.032
2.917,-0.036
2.918,-0.046
2.919,-0.043
2.92,-0.048
2.921,-0.062
2.922,-0.067
2.923,-0.076
2.924,-0.091
2.925,-0.105
2.926,-0.099
2.927,-0.109
2.928,-0.145
2.929,-0.153
2.93,-0.17
2.931,-0.174
2.932,-0.184
2.933,-0.18
2.934,-0.174
2.935,-0.179
2.936,-0.187
2.937,-0.211
2.938,-0.238
2.939,-0.249
2.94,-0.251
2.941,-0.26
2.942,-0.265
2.943,-0.253
2.944,-0.261
2.945,-0.267
2.946,-0.281
2.947,-0.284
2.948,-0.295
2.949,-0.286
2.95,-0.278
2.951,-0.271
2.952,-0.273
2.953,-0.283
2.954,-0.293
2.955,-0.291
2.956,-0.306
2.957,-0.305
2.958,-0.311
2.959,-0.33
2.96,-0.337
2.961,-0.321
2.962,-0.311
2.963,-0.308
2.964,-0.317
2.965,-0.324
2.966,-0.327
2.967,-0.335
2.968,-0.331
2.969,-0.311
2.97,-0.302
2.971,-0.303
2.972,-0.278
2.973,-0.286
2.974,-0.282
2.975,-0.276
2.976,-0.28
2.977,-0.27
2.978,-0.246
2.979,-0.239
2.98,-0.236
2.981,-0.231
2.982,-0.225
2.983,-0.212
2.984,-0.206
2.985,-0.205
2.986,-0.199
2.987,-0.197
2.988,-0.206
2.989,-0.195
2.99,-0.187
2.991,-0.193
2.992,-0.193
2.993,-0.188
2.994,-0.186
2.995,-0.181
2.996,-0.176
2.997,-0.165
2.998,-0.153
2.999,-0.143
3,-0.128
3.001,-0.122
3.002,-0.122
3.003,-0.119
3.004,-0.112
3.005,-0.11
3.006,-0.1
3.007,-0.1
3.008,-0.084
3.009,-0.073
3.01,-0.065
3.011,-0.058
3.012,-0.068
3.013,-0.074
3.014,-0.067
3.015,-0.049
3.016,-0.046
3.017,-0.038
3.018,-0.039
3.019,-0.046
3.02,-0.043
3.021,-0.03
3.022,-0.032
3.023,-0.03
3.024,-0.014
3.025,0.002
3.026,0.016
3.027,0.027
3.028,0.019
3.029,0.024
3.03,0.023
3.031,0.024
3.032,0.028
3.033,0.037
3.034,0.036
3.035,0.031
3.036,0.034
3.037,0.062
3.038,0.097
3.039,0.092
3.04,0.077
3.041,0.069
3.042,0.062
3.043,0.071
3.044,0.088
3.045,0.088
3.046,0.085
3.047,0.105
3.048,0.096
3.049,0.1
3.05,0.114
3.051,0.12
3.052,0.124
3.053,0.116
3.054,0.122
3.055,0.123
3.056,0.122
3.057,0.114
3.058,0.101
3.059,0.095
3.06,0.101
3.061,0.11
3.062,0.124
3.063,0.114
3.064,0.122
3.065,0.141
3.066,0.145
3.067,0.138
3.068,0.134
3.069,0.142
3.07,0.14
3.071,0.14
3.072,0.141
3.073,0.131
3.074,0.125
3.075,0.119
3.076,0.113
3.077,0.104
3.078,0.11
3.079,0.107
3.08,0.104
3.081,0.116
3.082,0.119
3.083,0.117
3.084,0.121
3.085,0.113
3.086,0.104
3.087,0.112
3.088,0.117
3.089,0.125
3.09,0.116
3.091,0.107
3.092,0.105
3.093,0.097
3.094,0.085
3.095,0.085
3.096,0.093
3.097,0.096
3.098,0.09
3.099,0.084
3.1,0.089
3.101,0.101
3.102,0.114
3.103,0.113
3.104,0.103
3.105,0.102
3.106,0.099
3.107,0.089
3.108,0.083
3.109,0.095
3.11,0.101
3.111,0.083
3.112,0.084
3.113,0.092
3.114,0.081
3.115,0.072
3.116,0.071
3.117,0.074
3.118,0.081
3.119,0.099
3.12,0.109
3.121,0.097
3.122,0.088
3.123,0.077
3.124,0.071
3.125,0.077
3.126,0.078
3.127,0.088
3.128,0.082
3.129,0.084
3.13,0.095
3.131,0.1
3.132,0.098
3.133,0.091
3.134,0.084
3.135,0.085
3.136,0.079
3.137,0.078
3.138,0.076
3.139,0.08
3.14,0.074
3.141,0.074
3.142,0.07
3.143,0.065
3.144,0.063
3.145,0.052
3.146,0.042
3.147,0.032
3.148,0.025
3.149,0.03
3.15,0.025
3.151,0.021
3.152,0.02
3.153,0.032
3.154,0.041
3.155,0.036
3.156,0.034
3.157,0.04
3.158,0.044
3.159,0.045
3.16,0.052
3.161,0.04
3.162,0.046
3.163,0.056
3.164,0.053
3.165,0.049
3.166,0.044
3.167,0.046
3.168,0.046
3.169,0.035
3.17,0.03
3.171,0.026
3.172,0.02
3.173,0.015
3.174,0.017
3.175,0.023
3.176,0.024
3.177,0.02
3.178,0.019
3.179,0.011
3.18,-0.007
3.181,-0.011
3.182,-0.006
3.183,-0.013
3.184,-0.011
3.185,0.006
3.186,0.007
3.187,0.009
3.188,0.024
3.189,0.048
3.19,0.048
3.191,0.018
3.192,0.022
3.193,0.024
3.194,0.02
3.195,0.023
3.196,0.023
3.197,0.032
3.198,0.05
3.199,0.067
3.2,0.065
3.201,0.066
3.202,0.067
3.203,0.07
3.204,0.07
3.205,0.064
3.206,0.054
3.207,0.059
3.208,0.067
3.209,0.073
3.21,0.07
3.211,0.056
3.212,0.047
3.213,0.042
3.214,0.041
3.215,0.045
3.216,0.036
3.217,0.03
3.218,0.032
3.219,0.047
3.22,0.05
3.221,0.03
3.222,0.019
3.223,0.025
3.224,0.047
3.225,0.045
3.226,0.045
3.227,0.038
3.228,0.027
3.229,0.027
3.23,0.044
3.231,0.064
3.232,0.075
3.233,0.077
3.234,0.083
3.235,0.08
3.236,0.084
3.237,0.081
3.238,0.069
3.239,0.062
3.24,0.06
3.241,0.058
3.242,0.048
3.243,0.04
3.244,0.031
3.245,0.023
3.246,0.009
3.247,0.003
3.248,-0.005
3.249,-0.02
3.25,-0.021
3.251,-0.019
3.252,-0.014
3.253,-0.024
3.254,-0.035
3.255,-0.032
3.256,-0.034
3.257,-0.034
3.258,-0.026
3.259,-0.031
3.26,-0.038
3.261,-0.041
3.262,-0.048
3.263,-0.042
3.264,-0.044
3.265,-0.053
3.266,-0.064
3.267,-0.065
3.268,-0.068
3.269,-0.083
3.27,-0.078
3.271,-0.08
3.272,-0.084
3.273,-0.097
3.274,-0.114
3.275,-0.104
3.276,-0.089
3.277,-0.07
3.278,-0.061
3.279,-0.059
3.28,-0.069
3.281,-0.071
3.282,-0.073
3.283,-0.09
3.284,-0.103
3.285,-0.092
3.286,-0.092
3.287,-0.088
3.288,-0.079
3.289,-0.059
3.29,-0.022
3.291,-0.074
3.292,-0.062
3.293,-0.069
3.294,-0.069
3.295,-0.058
3.296,-0.065
3.297,-0.057
3.298,-0.056
3.299,-0.041
3.3,-0.032
3.301,-0.023
3.302,-0.029
3.303,-0.027
3.304,-0.028
3.305,-0.037
3.306,-0.044
3.307,-0.036
3.308,-0.034
3.309,-0.034
3.31,-0.042
3.311,-0.059
3.312,-0.057
3.313,-0.054
3.314,-0.063
3.315,-0.062
3.316,-0.055
3.317,-0.045
3.318,-0.043
3.319,-0.03
3.32,-0.014
3.321,-0.028
3.322,-0.027
3.323,-0.011
3.324,-0.013
3.325,-0.013
3.326,-0.019
3.327,-0.01
3.328,0.002
3.329,0.001
3.33,0.01
3.331,0.016
3.332,0.014
3.333,-0.005
